rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,category,designer
1324,https://boardgamegeek.com/boardgame/174973/boss-monster-2-next-level,Boss Monster 2: The Next Level,2,4,30,20,30,2015,6.8356,6.26568,2051,https://cf.geekdo-images.com/original/img/WSMgq9XAnPMy2he64ykFqDqv8nY=/0x0/pic2451609.jpg,13,"Auction/Bidding, Hand Management, Player Elimination, Take That","Card Game, City Building, Expansion for Base-game, Fantasy, Video Game Theme","Johnny O'Neal, Chris O'Neal"
1325,https://boardgamegeek.com/boardgame/29839/key-harvest,Key Harvest,2,4,90,90,90,2007,6.80234,6.26544,1569,https://cf.geekdo-images.com/original/img/qUMl9y18lfl3GVZRwaUfW0CxFWY=/0x0/pic217481.jpg,10,"Auction/Bidding, Set Collection, Tile Placement, Worker Placement","Farming, Medieval, Territory Building",Richard Breese
1326,https://boardgamegeek.com/boardgame/66171/dragonheart,Dragonheart,2,2,30,30,30,2010,6.58624,6.26507,2760,https://cf.geekdo-images.com/original/img/_vpxjakPw7QbwBLpwjaANFiymQ8=/0x0/pic829248.jpg,13,Hand Management,"Bluffing, Card Game, Fantasy, Fighting",Rüdiger Dorn
1327,https://boardgamegeek.com/boardgame/15510/tower-babel,Tower of Babel,3,5,45,45,45,2005,6.6569,6.26435,2181,https://cf.geekdo-images.com/original/img/iH4zU-Pb1e19nwWQrbl2T9c6Q44=/0x0/pic311199.jpg,10,"Area Control / Area Influence, Auction/Bidding, Hand Management, Set Collection","Ancient, Mythology",Reiner Knizia
1328,https://boardgamegeek.com/boardgame/12005/around-world-80-days,Around the World in 80 Days,2,6,70,50,70,2004,6.58717,6.26395,2814,https://cf.geekdo-images.com/original/img/COzvlEWtT4nxc0TS41EWdVjH6qc=/0x0/pic209851.jpg,10,"Card Drafting, Hand Management, Point to Point Movement, Time Track","Novel-based, Racing, Travel",Michael Rieneck
1329,https://boardgamegeek.com/boardgame/88408/nightfall,Nightfall,2,5,45,45,45,2011,6.52107,6.26388,3598,https://cf.geekdo-images.com/original/img/lhHuI8dTJtMYnpBNpO8lsSWustw=/0x0/pic873009.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management, Pattern Building, Take That, Variable Player Powers","Card Game, Fantasy, Fighting, Horror",David Gregg
1330,https://boardgamegeek.com/boardgame/188866/incomodos-invitados,Incómodos Invitados,2,8,75,45,75,2016,7.84676,6.2638,623,https://cf.geekdo-images.com/original/img/glvAxkKZxJN3VEBwVkrFu2_V7M0=/0x0/pic3857726.png,12,"Card Drafting, Hand Management, Trading","Card Game, Deduction, Humor, Movies / TV / Radio theme, Murder/Mystery",Ron Gonzalo García
1331,https://boardgamegeek.com/boardgame/205610/game-thrones-hand-king,A Game of Thrones: Hand of the King,2,4,30,15,30,2016,6.7985,6.26326,1675,https://cf.geekdo-images.com/original/img/OO0BbkddbScVMcMoHjXQdqAgOGM=/0x0/pic3122395.jpg,14,"Card Drafting, Grid Movement, Set Collection","Card Game, Fantasy",Bruno Cathala
1332,https://boardgamegeek.com/boardgame/216201/robo-rally,Robo Rally,2,6,120,20,120,2016,7.25357,6.26321,959,https://cf.geekdo-images.com/original/img/CQpoLcPlzueQmUM3enSNMxLKR5E=/0x0/pic3374227.jpg,12,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection","Miniatures, Racing, Science Fiction",Richard Garfield
1333,https://boardgamegeek.com/boardgame/30367/perry-rhodan-cosmic-league,Perry Rhodan: The Cosmic League,2,2,30,30,30,2007,6.79282,6.26318,1545,https://cf.geekdo-images.com/original/img/GfUEAdTwNc_JDiUoqRhHx2uYn8w=/0x0/pic737942.jpg,10,"Hand Management, Pick-up and Deliver, Roll / Spin and Move","Card Game, Economic, Science Fiction",Heinrich Glumpler
1334,https://boardgamegeek.com/boardgame/12750/1860-railways-isle-wight,1860: Railways on the Isle of Wight,2,4,240,240,240,2004,7.93585,6.26266,486,https://cf.geekdo-images.com/original/img/UaMTcpOYKlHeCRbKrCmRwlmF9Lo=/0x0/pic143735.jpg,13,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation",Mike Hutton
1335,https://boardgamegeek.com/boardgame/18748/unhappy-king-charles,Unhappy King Charles!,2,2,240,240,240,2008,7.64448,6.26225,652,https://cf.geekdo-images.com/original/img/lbVb0Z9-NXSgXAviu4UfxK2lJZ8=/0x0/pic407727.jpg,0,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Civil War, Pike and Shot, Wargame",Charles Vasey
1336,https://boardgamegeek.com/boardgame/217780/gentes,Gentes,2,4,120,75,120,2017,7.66054,6.26215,611,https://cf.geekdo-images.com/original/img/d9-wSCynOpX6OLSIpLU80i2CgDo=/0x0/pic3338929.jpg,12,"Action Point Allowance System, Card Drafting","Ancient, Civilization",Stefan Risthaus
1337,https://boardgamegeek.com/boardgame/204472/sub-terra,Sub Terra,1,6,60,60,60,2017,7.5017,6.25983,925,https://cf.geekdo-images.com/original/img/x0g2AcleSfz3I7VqiwEFjhFl4ws=/0x0/pic3904427.png,10,"Action Point Allowance System, Co-operative Play, Grid Movement, Point to Point Movement, Press Your Luck, Tile Placement, Variable Player Powers","Exploration, Horror, Maze",Tim Pinder
1338,https://boardgamegeek.com/boardgame/592/spades,Spades,4,4,60,60,60,1938,6.74643,6.25965,1812,https://cf.geekdo-images.com/original/img/KFkQE9EL1bIB1FWAru8TzfZBfes=/0x0/pic1977642.jpg,10,"Auction/Bidding, Partnerships, Trick-taking",Card Game,(Uncredited)
1339,https://boardgamegeek.com/boardgame/589/wiz-war,Wiz-War,2,4,60,60,60,1983,6.88909,6.25932,1560,https://cf.geekdo-images.com/original/img/WU4Wemyt-47T99ivx9QwB0VAROs=/0x0/pic184442.jpg,10,"Modular Board, Player Elimination","Fantasy, Fighting",Tom Jolly
1340,https://boardgamegeek.com/boardgame/4192/warhammer,Warhammer,2,4,240,240,240,1983,6.66422,6.25905,2512,https://cf.geekdo-images.com/original/img/7w2rLgThPNPojT51zy_OtxHhUEw=/0x0/pic2299036.jpg,8,"Dice Rolling, Modular Board, Variable Player Powers","Fantasy, Miniatures, Wargame","Bryan Ansell, Richard Halliwell, Jervis Johnson, Rick Priestley"
1341,https://boardgamegeek.com/boardgame/38531/powerboats,Powerboats,2,6,60,60,60,2008,6.72506,6.25799,1757,https://cf.geekdo-images.com/original/img/2dG1cBcIyBDemK5hS0vk6wzdlwQ=/0x0/pic373898.jpg,9,"Dice Rolling, Modular Board","Nautical, Racing, Sports",Corné van Moorsel
1342,https://boardgamegeek.com/boardgame/172503/mage-wars-academy,Mage Wars Academy,2,2,30,20,30,2015,7.37051,6.25759,796,https://cf.geekdo-images.com/original/img/wznOVsivPXWKP1our-G9lhUfhJ0=/0x0/pic2555236.png,0,"Dice Rolling, Variable Player Powers","Card Game, Fantasy, Fighting","Aaron Brosman, Matthew Burch, Bryan Pope"
1343,https://boardgamegeek.com/boardgame/99/fortress-america,Fortress America,2,4,180,180,180,1986,6.69103,6.2569,2220,https://cf.geekdo-images.com/original/img/VzHd-4kiiopq5CwFIr_L3Tc3SM4=/0x0/pic3884550.jpg,12,"Area Movement, Dice Rolling","Science Fiction, Wargame",none
1344,https://boardgamegeek.com/boardgame/153507/terra,Terra,2,6,60,45,60,2014,6.85914,6.25679,1435,https://cf.geekdo-images.com/original/img/zu7jWrckD2XoCHc1Q9yrBtHO1lA=/0x0/pic2566394.jpg,10,Betting/Wagering,"Educational, Trivia",Friedemann Friese
1345,https://boardgamegeek.com/boardgame/27848/age-conan-strategy-board-game,Age of Conan: The Strategy Board Game,2,4,90,90,90,2009,6.68667,6.25658,2301,https://cf.geekdo-images.com/original/img/YK5UeCJdzam7pi5UlcztMvymWgM=/0x0/pic450412.jpg,12,"Dice Rolling, Variable Phase Order, Variable Player Powers","Fantasy, Fighting, Novel-based, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello"
1346,https://boardgamegeek.com/boardgame/123609/puzzle-strike-shadows,Puzzle Strike Shadows,2,4,20,20,20,2012,7.88799,6.25622,558,https://cf.geekdo-images.com/original/img/QnTPY5jZRgTzpSFCQ72GRER4sfE=/0x0/pic1288708.jpg,10,"Deck / Pool Building, Hand Management, Variable Player Powers","Card Game, Fantasy, Video Game Theme",David Sirlin
1347,https://boardgamegeek.com/boardgame/76417/poseidon,Poseidon,2,5,120,90,120,2010,7.04544,6.25372,1022,https://cf.geekdo-images.com/original/img/22RpBuccNzLSwtdovqtFxoHp5bw=/0x0/pic1041509.jpg,12,"Commodity Speculation, Route/Network Building, Stock Holding","Economic, Mythology, Nautical, Transportation","Helmut Ohley, Leonhard Lonny Orgler"
1348,https://boardgamegeek.com/boardgame/72/verrater,Verräter,3,4,60,60,60,1998,6.73067,6.25339,1775,https://cf.geekdo-images.com/original/img/KzSrzFXv6SWbFeQXpDSp0mrK3IE=/0x0/pic172332.jpg,12,"Card Drafting, Hand Management, Modular Board, Partnerships, Variable Player Powers","Card Game, Political",Marcel-André Casasola Merkle
1349,https://boardgamegeek.com/boardgame/65282/tanto-cuore,Tanto Cuore,2,4,45,45,45,2009,6.88727,6.2532,1576,https://cf.geekdo-images.com/original/img/sPfBMSA_rdeFfBn8dPH37Nqkplk=/0x0/pic1751753.jpg,13,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Hand Management, Set Collection, Take That","Card Game, Mature / Adult",Masayuki Kudou
1350,https://boardgamegeek.com/boardgame/54307/chronicle,Chronicle,3,6,30,30,30,2009,6.83024,6.25237,1513,https://cf.geekdo-images.com/original/img/Er1D5CPjiuoo3Ow0Ylc9uqFenAI=/0x0/pic1512140.jpg,12,"Set Collection, Trick-taking","Card Game, Fantasy",Seiji Kanai
1351,https://boardgamegeek.com/boardgame/94480/pantheon,Pantheon,2,4,90,60,90,2011,6.79813,6.25207,1484,https://cf.geekdo-images.com/original/img/r-w7FibYdFsDS9OU8qf8H3fILX4=/0x0/pic1055672.jpg,10,"Card Drafting, Hand Management, Route/Network Building, Set Collection, Variable Phase Order, Variable Player Powers","Ancient, Mythology",Bernd Brunnhofer
1352,https://boardgamegeek.com/boardgame/152242/ultimate-werewolf-deluxe-edition,Ultimate Werewolf: Deluxe Edition,5,75,30,30,30,2014,7.25526,6.25129,999,https://cf.geekdo-images.com/original/img/1Kgy3nHGIZQvCgm36VntLkmSdag=/0x0/pic1878492.png,8,"Partnerships, Player Elimination, Role Playing, Variable Player Powers, Voting","Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach
1353,https://boardgamegeek.com/boardgame/631/daytona-500,Daytona 500,2,4,70,70,70,1990,7.14433,6.25121,975,https://cf.geekdo-images.com/original/img/6C3zg71IMamnLzKlJ051vuqthcU=/0x0/pic235297.jpg,10,"Auction/Bidding, Hand Management","Card Game, Racing, Sports",Wolfgang Kramer
1354,https://boardgamegeek.com/boardgame/205418/agricola-family-edition,Agricola: Family Edition,1,4,45,45,45,2016,7.31192,6.25106,848,https://cf.geekdo-images.com/original/img/U6SQ-1KC3BXlphyl-w0gkRo5Lvw=/0x0/pic3136438.jpg,8,Worker Placement,"Animals, Farming",Uwe Rosenberg
1355,https://boardgamegeek.com/boardgame/66849/safranito,Safranito,2,4,45,30,45,2010,6.94376,6.25089,1208,https://cf.geekdo-images.com/original/img/pglVLo14N-aMWGAbBbndgLiD0F0=/0x0/pic786793.jpg,10,Set Collection,"Action / Dexterity, Economic",Marco Teubner
1356,https://boardgamegeek.com/boardgame/158572/waggle-dance,Waggle Dance,2,4,90,30,90,2014,7.07631,6.2503,1031,https://cf.geekdo-images.com/original/img/rXjN_Y_0g_jnsTv7o_ylmLrTNl0=/0x0/pic2597688.jpg,10,"Dice Rolling, Set Collection, Worker Placement","Animals, Dice, Environmental",Mike Nudd
1357,https://boardgamegeek.com/boardgame/9441/ribbit,Ribbit,2,5,20,20,20,2004,6.76746,6.25015,1798,https://cf.geekdo-images.com/original/img/9HAZQZiX5kZUMKo88V6xV4EB7To=/0x0/pic259123.jpg,5,Hand Management,"Animals, Bluffing, Card Game, Children's Game, Racing",Reiner Knizia
1358,https://boardgamegeek.com/boardgame/154182/helios,Helios,2,4,60,60,60,2014,6.84136,6.24927,1401,https://cf.geekdo-images.com/original/img/TVgDWWU1tHD1MHfvPLl0EPUXPy4=/0x0/pic1928217.png,10,"Action Point Allowance System, Tile Placement, Variable Phase Order","Mythology, Territory Building","Martin Kallenborn, Matthias Prinz"
1359,https://boardgamegeek.com/boardgame/76150/revolver,Revolver,2,2,45,45,45,2011,6.95084,6.24891,1251,https://cf.geekdo-images.com/original/img/PQyivrcXw4iDugjhTRgxRdzB_dw=/0x0/pic2237528.jpg,12,Hand Management,"American West, Card Game, Fighting",Mark Chaplin
1360,https://boardgamegeek.com/boardgame/36648/pyramid-pengqueen,Pyramid of Pengqueen,2,5,45,30,45,2008,6.93712,6.24885,1219,https://cf.geekdo-images.com/original/img/-AdmFkPAIe0lUMLnlGHu_RE-Zt8=/0x0/pic4090859.png,8,"Memory, Player Elimination, Roll / Spin and Move","Deduction, Maze, Memory",Marcel-André Casasola Merkle
1361,https://boardgamegeek.com/boardgame/19764/punct,PÜNCT,2,2,30,30,30,2005,6.83513,6.24875,1448,https://cf.geekdo-images.com/original/img/p9jnYyULk8nQEQqAFHxAfjvgO5M=/0x0/pic3324185.jpg,10,Route/Network Building,Abstract Strategy,Kris Burm
1362,https://boardgamegeek.com/boardgame/443/code-777,Code 777,2,5,60,60,60,1985,6.73644,6.24854,1723,https://cf.geekdo-images.com/original/img/zHkIn-myBUcN5UY6xe_3K1R6zfc=/0x0/pic2552987.png,10,Paper-and-Pencil,"Deduction, Puzzle","Robert Abbott, Alex Randolph"
1363,https://boardgamegeek.com/boardgame/111732/kings-air-and-steam,Kings of Air and Steam,2,7,90,90,90,2013,6.93775,6.24828,1198,https://cf.geekdo-images.com/original/img/kyivQX3aOl2AQReMm9HqZWy213M=/0x0/pic1527450.jpg,13,"Action / Movement Programming, Pick-up and Deliver, Route/Network Building, Simultaneous Action Selection, Variable Player Powers","Aviation / Flight, Trains, Transportation",Scott Almes
1364,https://boardgamegeek.com/boardgame/77/eastfront,EastFront,2,2,240,240,240,1991,7.66259,6.24773,638,https://cf.geekdo-images.com/original/img/8bGUVDA5ot5xkS_hauSc97Cl1Zk=/0x0/pic289183.jpg,12,"Dice Rolling, Secret Unit Deployment, Simulation","Wargame, World War II","Craig Besinque, Tom Dalgliesh"
1365,https://boardgamegeek.com/boardgame/140/pit,Pit,3,8,90,30,90,1903,6.40285,6.24772,7003,https://cf.geekdo-images.com/original/img/6Bk_0RHFu1863OEWAa27XBmv1-Y=/0x0/pic423644.jpg,7,"Set Collection, Trading","Card Game, Economic, Party Game, Real-time","Edgar Cayce, Harry Gavitt, George S. Parker"
1366,https://boardgamegeek.com/boardgame/157958/dungeonquest-revised-edition,DungeonQuest Revised Edition,1,4,60,60,60,2014,7.14039,6.24768,1063,https://cf.geekdo-images.com/original/img/wKyxHcezSQxCj58pcodXVEYXMpQ=/0x0/pic2017396.jpg,14,"Area Movement, Card Drafting, Dice Rolling, Player Elimination, Press Your Luck, Role Playing, Route/Network Building","Adventure, Exploration, Fantasy, Medieval","Jakob Bonds, Gustav Bonds, Dan Glimne"
1367,https://boardgamegeek.com/boardgame/28/illuminati-deluxe-edition,Illuminati:  Deluxe Edition,2,8,180,60,180,1987,6.51946,6.24735,4474,https://cf.geekdo-images.com/original/img/1d849dlczOvewG0F01aiHC0ifkQ=/0x0/pic1320091.jpg,12,"Card Drafting, Dice Rolling, Route/Network Building, Tile Placement, Variable Player Powers","Card Game, Humor, Negotiation, Political",Steve Jackson (I)
1368,https://boardgamegeek.com/boardgame/83734/strike-eagle,Strike of the Eagle,2,4,240,60,240,2011,7.66182,6.24696,616,https://cf.geekdo-images.com/original/img/_caEFPVqWV-Knt2IoCzaEPJoOpQ=/0x0/pic967310.jpg,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven","Bluffing, Civil War, Wargame","Brian Bennett, Uwe Eickert, Robert Żak"
1369,https://boardgamegeek.com/boardgame/34585/keltis,Keltis,2,4,30,30,30,2008,6.4384,6.24647,4759,https://cf.geekdo-images.com/original/img/H49fjEVqatquj7GWBNSPO8j7ipM=/0x0/pic382457.jpg,10,"Hand Management, Point to Point Movement, Set Collection",Card Game,Reiner Knizia
1370,https://boardgamegeek.com/boardgame/83667/first-train-nuremberg,First Train to Nuremberg,2,4,120,45,120,2010,7.1221,6.24575,958,https://cf.geekdo-images.com/original/img/RmHxvv6D6tgO1ldToGQ2EUY7-Vo=/0x0/pic910745.jpg,12,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Set Collection","Trains, Transportation",Martin Wallace
1371,https://boardgamegeek.com/boardgame/15600/kreta,Kreta,2,4,60,60,60,2005,6.90193,6.24429,1282,https://cf.geekdo-images.com/original/img/un1TycuGKt4o6L-5BcKCdrJq68w=/0x0/pic1774644.jpg,11,"Area Control / Area Influence, Area Movement, Hand Management",Medieval,Stefan Dorra
1372,https://boardgamegeek.com/boardgame/337/circus-flohcati,Circus Flohcati,2,5,15,15,15,1998,6.64462,6.24424,2179,https://cf.geekdo-images.com/original/img/ZwVyBYWk4YHn4amETAtavkesHiA=/0x0/pic3521285.jpg,6,"Card Drafting, Press Your Luck, Set Collection",Card Game,Reiner Knizia
1373,https://boardgamegeek.com/boardgame/384/turfmaster,TurfMaster,2,8,75,75,75,1998,7.22163,6.24409,885,https://cf.geekdo-images.com/original/img/yk8WlmpuP1IY0bCe95q1iSbhuxk=/0x0/pic289677.jpg,10,"Dice Rolling, Hand Management, Roll / Spin and Move","Animals, Racing, Sports",Albrecht Nolte
1374,https://boardgamegeek.com/boardgame/150293/ravens-thri-sahashri,The Ravens of Thri Sahashri,2,2,45,45,45,2013,7.3523,6.24368,755,https://cf.geekdo-images.com/original/img/OhRXQ3J3kIF4Ni5bf2T0vjlxYWs=/0x0/pic3048542.jpg,12,"Co-operative Play, Pattern Building, Press Your Luck, Tile Placement","Card Game, Deduction",Kuro
1375,https://boardgamegeek.com/boardgame/92044/dungeons-dragons-conquest-nerath-board-game,Dungeons & Dragons: Conquest of Nerath Board Game,2,4,240,120,240,2011,6.95276,6.24364,1369,https://cf.geekdo-images.com/original/img/6pphmvHE3ixO1tPxFz0ES5BbP10=/0x0/pic994288.jpg,12,"Dice Rolling, Partnerships","Fantasy, Wargame","Richard Baker, Mons Johnson, Peter Lee"
1376,https://boardgamegeek.com/boardgame/67928/puzzle-strike,Puzzle Strike,2,4,20,20,20,2010,6.72423,6.24353,1834,https://cf.geekdo-images.com/original/img/43_kycfOGw8UxCudMTdGoX4mwnU=/0x0/pic710936.jpg,8,"Card Drafting, Deck / Pool Building, Hand Management, Player Elimination, Variable Player Powers","Card Game, Fantasy, Video Game Theme",David Sirlin
1377,https://boardgamegeek.com/boardgame/22192/heroquest-advanced-quest,HeroQuest Advanced Quest,2,5,90,90,90,1990,7.28069,6.24169,1065,https://cf.geekdo-images.com/original/img/lyhZRPhGCwP7Ie19u4nlZg_4Zoc=/0x0/pic328077.jpg,10,"Modular Board, Partnerships, Role Playing, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Miniatures",Stephen Baker
1378,https://boardgamegeek.com/boardgame/29073/blockers,Blockers!,2,5,40,30,40,2007,6.7022,6.24158,1770,https://cf.geekdo-images.com/original/img/m8xCUlg-4KCO8BpVis2LWXklGvE=/0x0/pic892653.jpg,8,"Area Control / Area Influence, Area Enclosure, Hand Management, Tile Placement",Abstract Strategy,Kory Heath
1379,https://boardgamegeek.com/boardgame/14/basari,Basari,3,4,25,25,25,1998,6.77458,6.2415,1527,https://cf.geekdo-images.com/original/img/xFRII0rLyA7eb2CDF_GT4BS-eLE=/0x0/pic48605.jpg,10,"Roll / Spin and Move, Set Collection, Simultaneous Action Selection",Negotiation,Reinhard Staupe
1380,https://boardgamegeek.com/boardgame/197572/warhammer-quest-silver-tower,Warhammer Quest: Silver Tower,2,4,120,60,120,2016,7.59772,6.24134,831,https://cf.geekdo-images.com/original/img/QgygMoeA2JrGCa1cVmKEDCJRKfE=/0x0/pic3061864.jpg,14,"Co-operative Play, Dice Rolling, Modular Board, Role Playing, Storytelling, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Miniatures",James M. Hewitt
1381,https://boardgamegeek.com/boardgame/169318/city-spies-estoril-1942,City of Spies: Estoril 1942,2,4,60,45,60,2015,7.15586,6.24132,939,https://cf.geekdo-images.com/original/img/CGec_V-LSPCoc8hF22SA_TaD6v4=/0x0/pic2860096.png,10,"Area Control / Area Influence, Deck / Pool Building, Modular Board","Spies/Secret Agents, World War II","Gil d'Orey, Antonio Sousa Lara"
1382,https://boardgamegeek.com/boardgame/40529/cosmic-encounter,Cosmic Encounter,3,6,60,60,60,1991,7.18291,6.2412,912,https://cf.geekdo-images.com/original/img/sIhSiQ69xt8v4vMByI8z1UWqg28=/0x0/pic455214.jpg,0,Variable Player Powers,"Bluffing, Card Game, Science Fiction","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka"
1383,https://boardgamegeek.com/boardgame/73070/olympus,Olympus,3,5,120,60,120,2010,6.88686,6.24116,1277,https://cf.geekdo-images.com/original/img/47H5QyBJYGJDVQf1Zu4VQ48XkU8=/0x0/pic1280009.jpg,14,"Take That, Variable Phase Order, Worker Placement","Ancient, City Building, Civilization, Mythology","Andrea Chiarvesio, Luca Iennaco"
1384,https://boardgamegeek.com/boardgame/172931/outfoxed,Outfoxed!,2,4,15,15,15,2014,7.26198,6.24107,855,https://cf.geekdo-images.com/original/img/KYeUSJ6qrZTjKA5sCcXndArcfGY=/0x0/pic2401324.jpg,5,"Co-operative Play, Dice Rolling, Memory","Children's Game, Deduction, Dice","Shanon Lyon, Marisa Pena"
1385,https://boardgamegeek.com/boardgame/183571/deep-space-d-6,Deep Space D-6,1,1,30,30,30,2015,7.36741,6.24075,814,https://cf.geekdo-images.com/original/img/njfOVErG3McUpSnoznPJ8bc_SGE=/0x0/pic2937444.jpg,10,"Dice Rolling, Worker Placement","Dice, Print & Play, Science Fiction",Tony Go
1386,https://boardgamegeek.com/boardgame/192455/first-martians-adventures-red-planet,First Martians: Adventures on the Red Planet,1,4,90,60,90,2017,6.93252,6.24015,1505,https://cf.geekdo-images.com/original/img/kBSaEqOlhX-ps0GE-3NWKM7Oxi0=/0x0/pic3151415.jpg,10,"Co-operative Play, Modular Board, Storytelling, Variable Player Powers, Worker Placement","Adventure, Electronic, Exploration, Science Fiction, Space Exploration",Ignacy Trzewiczek
1387,https://boardgamegeek.com/boardgame/124965/dungeon-command-heart-cormyr,Dungeon Command: Heart of Cormyr,2,2,90,90,90,2012,7.3824,6.24013,810,https://cf.geekdo-images.com/original/img/06RrZAN2XbADI-cvRmxoPX2K6sY=/0x0/pic1314559.jpg,12,"Action Point Allowance System, Area Movement, Campaign / Battle Card Driven, Hand Management","Card Game, Fantasy, Miniatures","Chris Dupuis, Peter Lee, Kevin Tatroe, Rodney Thompson"
1388,https://boardgamegeek.com/boardgame/154509/kingsport-festival,Kingsport Festival,2,5,90,90,90,2014,6.7944,6.24007,1570,https://cf.geekdo-images.com/original/img/V1cAdyg7s5xB4UlgvdpyXXvLyTg=/0x0/pic2073589.jpg,12,"Dice Rolling, Worker Placement","Dice, Fantasy, Horror, Novel-based","Andrea Chiarvesio, Gianluca Santopietro"
1389,https://boardgamegeek.com/boardgame/144415/nauticus,Nauticus,2,4,90,90,90,2013,7.00006,6.23992,1067,https://cf.geekdo-images.com/original/img/6NmfXhVYIK4kHZSptVPUaNw9GFk=/0x0/pic1708341.jpg,12,"Modular Board, Set Collection, Tile Placement","Economic, Nautical, Transportation","Michael Kiesling, Wolfgang Kramer"
1390,https://boardgamegeek.com/boardgame/128/take-it-easy,Take it Easy!,1,8,20,20,20,1983,6.60885,6.23934,2286,https://cf.geekdo-images.com/original/img/Zp_PgfjSH-akY9rbJPBG1CLb7zA=/0x0/pic3108440.jpg,10,Tile Placement,"Abstract Strategy, Puzzle",Peter Burley
1391,https://boardgamegeek.com/boardgame/144553/builders-middle-ages,The Builders: Middle Ages,2,4,30,30,30,2013,6.52915,6.23927,3080,https://cf.geekdo-images.com/original/img/fvG1F29E616NixXrgLbqHX7RSwc=/0x0/pic1987602.jpg,10,"Action Point Allowance System, Card Drafting, Set Collection","City Building, Medieval",Frédéric Henry
1392,https://boardgamegeek.com/boardgame/38309/gods-playground,God's Playground,3,3,180,180,180,2009,7.45957,6.23878,671,https://cf.geekdo-images.com/original/img/Wvvcc8iOkJWWJq-YDma-o00LPqU=/0x0/pic501309.jpg,0,"Area Control / Area Influence, Auction/Bidding, Dice Rolling","Age of Reason, Medieval, Negotiation, Pike and Shot, Political, Renaissance",Martin Wallace
1393,https://boardgamegeek.com/boardgame/67185/sobek,Sobek,2,4,40,40,40,2010,6.72684,6.23854,1767,https://cf.geekdo-images.com/original/img/TkmipGKZToBPYwzpFIppg8_LZ7Y=/0x0/pic764406.jpg,8,"Card Drafting, Hand Management, Memory, Set Collection","Ancient, Card Game",Bruno Cathala
1394,https://boardgamegeek.com/boardgame/36400/guns-gettysburg,The Guns of Gettysburg,2,4,180,180,180,2013,7.87898,6.23809,530,https://cf.geekdo-images.com/original/img/RI38EfrduOPYtwdvHeAnIPD206M=/0x0/pic1510715.jpg,13,"Action Point Allowance System, Area Movement, Secret Unit Deployment, Simulation","American Civil War, Wargame",Bowen Simmons
1395,https://boardgamegeek.com/boardgame/151247/greed,Greed,2,5,30,30,30,2014,6.74912,6.23694,1661,https://cf.geekdo-images.com/original/img/HnFz7fE7YbdMSY6gRbDT7a_tsE4=/0x0/pic1949247.jpg,10,"Card Drafting, Hand Management, Memory, Simultaneous Action Selection","Card Game, Mafia",Donald X. Vaccarino
1396,https://boardgamegeek.com/boardgame/32674/monsterpocalypse,Monsterpocalypse,2,4,60,60,60,2008,7.2248,6.23689,944,https://cf.geekdo-images.com/original/img/RKG0qIEfB1dgDWmYxslc5UCAslk=/0x0/pic443399.jpg,12,"Dice Rolling, Variable Phase Order, Variable Player Powers","Collectible Components, Fighting, Miniatures, Science Fiction","Matt Wilson, Erik Yaple"
1397,https://boardgamegeek.com/boardgame/228660/betrayal-baldurs-gate,Betrayal at Baldur's Gate,3,6,60,60,60,2017,7.26755,6.23671,971,https://cf.geekdo-images.com/original/img/ZcE6HzWM_W17aD9g_rzBrCsAZZc=/0x0/pic3581400.png,12,"Co-operative Play, Dice Rolling, Modular Board, Partnerships, Role Playing, Storytelling, Variable Player Powers","Adventure, Exploration, Fantasy, Miniatures","Chris Dupuis, Mike Mearls"
1398,https://boardgamegeek.com/boardgame/3570/chicken-cha-cha-cha,Chicken Cha Cha Cha,2,4,20,20,20,1997,6.61636,6.23658,2350,https://cf.geekdo-images.com/original/img/FSkHwJQYsUTqFJhZtvtvfdDnp8c=/0x0/pic406697.jpg,4,Memory,"Animals, Children's Game, Memory",Klaus Zoch
1399,https://boardgamegeek.com/boardgame/1155/capitol,Capitol,2,4,60,60,60,2001,6.83273,6.23612,1422,https://cf.geekdo-images.com/original/img/QQ9VONvd2P3SlrzWqebKtNQYq_g=/0x0/pic321621.jpg,10,"Area Control / Area Influence, Auction/Bidding","Ancient, City Building","Alan R. Moon, Aaron Weissblum"
1400,https://boardgamegeek.com/boardgame/187680/quests-valeria,Quests of Valeria,1,5,45,20,45,2017,7.07434,6.23473,990,https://cf.geekdo-images.com/original/img/tye0lR0Ashz9DIz8vJ5-3NFIyvU=/0x0/pic3402652.png,14,"Card Drafting, Hand Management, Set Collection","Card Game, Fantasy",Isaias Vallejo
