rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,category,designer
1,https://boardgamegeek.com/boardgame/174430/gloomhaven,Gloomhaven,1,4,120,60,120,2017,8.98893,8.61858,15376,https://cf.geekdo-images.com/original/img/lDN358RgcYvQfYYN6Oy2TXpifyM=/0x0/pic2437871.jpg,12,"Action / Movement Programming, Co-operative Play, Grid Movement, Hand Management, Modular Board, Role Playing, Simultaneous Action Selection, Storytelling, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Miniatures",Isaac Childres
2,https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1,Pandemic Legacy: Season 1,2,4,60,60,60,2015,8.6614,8.50163,26063,https://cf.geekdo-images.com/original/img/P_SwsOtPLqgk2ScCgI2YrI9Rg6I=/0x0/pic2452831.png,13,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers","Environmental, Medical","Rob Daviau, Matt Leacock"
3,https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,Through the Ages: A New Story of Civilization,2,4,240,180,240,2015,8.60673,8.30183,12352,https://cf.geekdo-images.com/original/img/1d2h-kr4r_9xsss2Br6iMvjR9q0=/0x0/pic2663291.jpg,14,"Action Point Allowance System, Auction/Bidding, Card Drafting","Card Game, Civilization, Economic",Vlaada Chvátil
4,https://boardgamegeek.com/boardgame/167791/terraforming-mars,Terraforming Mars,1,5,120,120,120,2016,8.38461,8.19914,26004,https://cf.geekdo-images.com/original/img/o8z_levBVArPUKI7ZrIysZEs1A0=/0x0/pic3536616.jpg,12,"Card Drafting, Hand Management, Set Collection, Tile Placement, Variable Player Powers","Economic, Environmental, Industry / Manufacturing, Science Fiction, Territory Building",Jacob Fryxelius
5,https://boardgamegeek.com/boardgame/12333/twilight-struggle,Twilight Struggle,2,2,180,120,180,2005,8.33954,8.19787,31301,https://cf.geekdo-images.com/original/img/ZPnnm7v2RTJ6fAZeeseA5WbC9DU=/0x0/pic361592.jpg,13,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection","Modern Warfare, Political, Wargame","Ananda Gupta, Jason Matthews"
6,https://boardgamegeek.com/boardgame/187645/star-wars-rebellion,Star Wars: Rebellion,2,4,240,180,240,2016,8.47439,8.16545,13336,https://cf.geekdo-images.com/original/img/QT959HnYmUxmUqSMp0V7LxF1-tA=/0x0/pic2737530.png,14,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers","Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Corey Konieczka
7,https://boardgamegeek.com/boardgame/169786/scythe,Scythe,1,5,115,90,115,2016,8.29158,8.108,29219,https://cf.geekdo-images.com/original/img/enxCZt0Cn78-rlvmPvGtOej1ios=/0x0/pic3163924.jpg,14,"Area Control / Area Influence, Grid Movement, Simultaneous Action Selection, Variable Player Powers","Civilization, Economic, Fighting, Miniatures, Science Fiction, Territory Building",Jamey Stegmaier
8,https://boardgamegeek.com/boardgame/120677/terra-mystica,Terra Mystica,2,5,150,60,150,2012,8.23703,8.09296,29309,https://cf.geekdo-images.com/original/img/CynjY3GgwPTg34abNIv8eLX1pXs=/0x0/pic1356616.jpg,12,"Area Control / Area Influence, Route/Network Building, Variable Phase Order, Variable Player Powers","Civilization, Economic, Fantasy, Territory Building","Jens Drögemüller, Helge Ostertag"
9,https://boardgamegeek.com/boardgame/193738/great-western-trail,Great Western Trail,2,4,150,75,150,2016,8.28574,8.04047,13521,https://cf.geekdo-images.com/original/img/U3RnjWjCHNkm4LVps_HNDHeuUI4=/0x0/pic3113247.jpg,12,"Deck / Pool Building, Hand Management, Point to Point Movement",American West,Alexander Pfister
10,https://boardgamegeek.com/boardgame/180263/7th-continent,The 7th Continent,1,4,1000,5,1000,2017,8.67228,8.02458,6057,https://cf.geekdo-images.com/original/img/iQDBaRJ2LxJba_M7gPZj24eHwBc=/0x0/pic2648303.jpg,14,"Co-operative Play, Grid Movement, Hand Management, Modular Board, Storytelling, Variable Player Powers","Adventure, Card Game, Exploration, Horror, Science Fiction","Ludovic Roudy, Bruno Sautter"
11,https://boardgamegeek.com/boardgame/220308/gaia-project,Gaia Project,1,4,150,60,150,2017,8.68217,8.00732,4860,https://cf.geekdo-images.com/original/img/FpQ2ODFHSgDGfEpskL0Uu2xyYMA=/0x0/pic3763556.jpg,12,"Modular Board, Route/Network Building, Variable Player Powers","Civilization, Economic, Science Fiction, Territory Building","Jens Drögemüller, Helge Ostertag"
12,https://boardgamegeek.com/boardgame/84876/castles-burgundy,The Castles of Burgundy,2,4,90,30,90,2011,8.12383,8.00679,31613,https://cf.geekdo-images.com/original/img/w3EsrbF6-Gvr5_qBeF7YL1Rslnk=/0x0/pic1176894.jpg,12,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order","Dice, Medieval, Territory Building",Stefan Feld
13,https://boardgamegeek.com/boardgame/173346/7-wonders-duel,7 Wonders Duel,2,2,30,30,30,2015,8.14559,8.00627,32165,https://cf.geekdo-images.com/original/img/M6wL1YFgW-PsdtJ328m2QiJf1K8=/0x0/pic3376065.jpg,10,"Card Drafting, Set Collection","Ancient, Card Game, City Building, Civilization","Antoine Bauza, Bruno Cathala"
14,https://boardgamegeek.com/boardgame/115746/war-ring-second-edition,War of the Ring (Second Edition),2,4,180,150,180,2012,8.37781,7.98727,8217,https://cf.geekdo-images.com/original/img/sAJOZ0c2_gZqXjn2npRgpFvshKo=/0x0/pic1215633.jpg,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management","Adventure, Fantasy, Fighting, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello"
15,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,Caverna: The Cave Farmers,1,7,210,30,210,2013,8.1177,7.95343,21145,https://cf.geekdo-images.com/original/img/xLuIh5VNsD57GXfcBox_ZF1jH4o=/0x0/pic1790789.jpg,12,"Tile Placement, Worker Placement","Animals, Economic, Fantasy, Farming",Uwe Rosenberg
16,https://boardgamegeek.com/boardgame/3076/puerto-rico,Puerto Rico,2,5,150,90,150,2002,8.06034,7.94839,52849,https://cf.geekdo-images.com/original/img/RvdWBkmDks7AN8sodR4PyVcponA=/0x0/pic158548.jpg,12,Variable Phase Order,"City Building, Economic, Farming",Andreas Seyfarth
17,https://boardgamegeek.com/boardgame/31260/agricola,Agricola,1,5,150,30,150,2007,8.02172,7.92319,53481,https://cf.geekdo-images.com/original/img/L-UBO3rBOmvIrZHZLSXOypyAUPw=/0x0/pic259085.jpg,12,"Area Enclosure, Card Drafting, Hand Management, Variable Player Powers, Worker Placement","Animals, Economic, Farming",Uwe Rosenberg
18,https://boardgamegeek.com/boardgame/96848/mage-knight-board-game,Mage Knight Board Game,1,4,240,60,240,2011,8.11816,7.91554,21524,https://cf.geekdo-images.com/original/img/AGyvx6NYd6Kq4HUztAObQVLEFWY=/0x0/pic1083380.jpg,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting",Vlaada Chvátil
19,https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition,Viticulture Essential Edition,1,6,90,45,90,2015,8.17385,7.91061,12037,https://cf.geekdo-images.com/original/img/6KQbzbjV6HlxDZeqPwmrmR3gn6w=/0x0/pic2649952.jpg,13,"Hand Management, Variable Phase Order, Worker Placement","Economic, Farming","Morten Monrad Pedersen, Jamey Stegmaier, Alan Stone"
20,https://boardgamegeek.com/boardgame/205637/arkham-horror-card-game,Arkham Horror: The Card Game,1,2,120,60,120,2016,8.2564,7.90793,12047,https://cf.geekdo-images.com/original/img/EQ0Kl-bH9RCI5aJWVLnAlAfo00E=/0x0/pic3122349.jpg,14,"Action Point Allowance System, Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers","Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Matthew Newman"
21,https://boardgamegeek.com/boardgame/205059/mansions-madness-second-edition,Mansions of Madness: Second Edition,1,5,180,120,180,2016,8.20129,7.88669,12396,https://cf.geekdo-images.com/original/img/0jncNnMHVZqa4u3oMwVm2Zn84q8=/0x0/pic3118622.jpg,14,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Role Playing, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Nikki Valens
22,https://boardgamegeek.com/boardgame/124361/concordia,Concordia,2,5,100,100,100,2013,8.07072,7.88377,15266,https://cf.geekdo-images.com/original/img/abKLQBfHHaouqsLx7GGiIzqXBu8=/0x0/pic3453267.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement","Ancient, Economic, Nautical",Mac Gerdts
23,https://boardgamegeek.com/boardgame/170216/blood-rage,Blood Rage,2,4,90,60,90,2015,8.07481,7.88092,20998,https://cf.geekdo-images.com/original/img/p4IovYzLVXqxY40lbGUu92VxaIQ=/0x0/pic2439223.jpg,14,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection","Fantasy, Fighting, Miniatures, Mythology",Eric M. Lang
24,https://boardgamegeek.com/boardgame/209010/mechs-vs-minions,Mechs vs. Minions,2,4,90,60,90,2016,8.21731,7.86875,9195,https://cf.geekdo-images.com/original/img/WhHdMb8GiMY-RhHddEByDyPkrWo=/0x0/pic3184103.jpg,14,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers","Fantasy, Fighting, Miniatures, Video Game Theme","Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras"
25,https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault,Star Wars: Imperial Assault,2,5,120,60,120,2014,8.13522,7.85376,14563,https://cf.geekdo-images.com/original/img/wWTlEaPbVoUybefxFpFVTv1OU74=/0x0/pic2247647.jpg,14,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers","Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Justin Kemppainen, Corey Konieczka, Jonathan Ying"
26,https://boardgamegeek.com/boardgame/164928/orleans,Orléans,2,4,90,90,90,2014,8.07954,7.8537,12709,https://cf.geekdo-images.com/original/img/RLjWKyzXimMFiQOa8uwo9ZWWOGM=/0x0/pic2578828.png,12,"Deck / Pool Building, Point to Point Movement, Worker Placement","Medieval, Religious, Travel",Reiner Stockhausen
27,https://boardgamegeek.com/boardgame/25613/through-ages-story-civilization,Through the Ages: A Story of Civilization,2,4,240,240,240,2006,8.02876,7.85126,16329,https://cf.geekdo-images.com/original/img/xeBBIO9BN7HGMxQdTw5zk5Hxou8=/0x0/pic236169.jpg,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management","Civilization, Economic",Vlaada Chvátil
28,https://boardgamegeek.com/boardgame/175914/food-chain-magnate,Food Chain Magnate,2,5,240,120,240,2015,8.22008,7.83662,7406,https://cf.geekdo-images.com/original/img/wYRsC32bPDRShIYzWs2hUglfcTc=/0x0/pic2649434.png,14,"Card Drafting, Deck / Pool Building, Modular Board, Route/Network Building, Simultaneous Action Selection","Economic, Industry / Manufacturing","Jeroen Doumen, Joris Wiersinga"
29,https://boardgamegeek.com/boardgame/2651/power-grid,Power Grid,2,6,120,120,120,2004,7.91299,7.82722,46701,https://cf.geekdo-images.com/original/img/_3ewTndfCEMACKeTMPnREyvyX60=/0x0/pic173153.jpg,12,"Auction/Bidding, Route/Network Building","Economic, Industry / Manufacturing",Friedemann Friese
30,https://boardgamegeek.com/boardgame/177736/feast-odin,A Feast for Odin,1,4,120,30,120,2016,8.18983,7.81928,8145,https://cf.geekdo-images.com/original/img/h0P5NRuVBu0GuDrJo7CHAiSJo3U=/0x0/pic3146943.png,12,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement","Economic, Industry / Manufacturing, Medieval, Puzzle",Uwe Rosenberg
31,https://boardgamegeek.com/boardgame/233078/twilight-imperium-fourth-edition,Twilight Imperium: Fourth Edition,3,6,480,240,480,2017,8.90337,7.8159,3053,https://cf.geekdo-images.com/original/img/Xe0YAmobS_L0Nlo4YJgyFwOW9EM=/0x0/pic3727516.jpg,14,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting","Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Dane Beltrami, Corey Konieczka, Christian T. Petersen"
32,https://boardgamegeek.com/boardgame/72125/eclipse,Eclipse,2,6,200,60,200,2011,7.97402,7.80979,22633,https://cf.geekdo-images.com/original/img/583Qqo-5M56np8LqnFKcCuUfn7A=/0x0/pic1974056.jpg,14,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers","Civilization, Fighting, Science Fiction, Space Exploration, Wargame",Touko Tahkokallio
33,https://boardgamegeek.com/boardgame/221107/pandemic-legacy-season-2,Pandemic Legacy: Season 2,2,4,60,60,60,2017,8.46509,7.80304,4181,https://cf.geekdo-images.com/original/img/DbXh4TeZPoJ_tSlX2KRGdVcBd8s=/0x0/pic3763549.jpg,14,"Co-operative Play, Hand Management, Pick-up and Deliver, Point to Point Movement, Set Collection, Variable Player Powers","Environmental, Exploration, Medical","Rob Daviau, Matt Leacock"
34,https://boardgamegeek.com/boardgame/55690/kingdom-death-monster,Kingdom Death: Monster,1,6,180,60,180,2015,8.89537,7.79905,4739,https://cf.geekdo-images.com/original/img/AtA42fNGhdthAAP3Y5QZiwlFcv8=/0x0/pic2931007.jpg,17,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Storytelling","Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology",Adam Poots
35,https://boardgamegeek.com/boardgame/28720/brass-lancashire,Brass: Lancashire,2,4,180,120,180,2007,8.01122,7.78889,11465,https://cf.geekdo-images.com/original/img/l4dwCcl4Vz0r4TD-2RgQ_uoHvWM=/0x0/pic3469216.jpg,14,"Hand Management, Route/Network Building","Economic, Industry / Manufacturing, Transportation",Martin Wallace
36,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,Robinson Crusoe: Adventures on the Cursed Island,1,4,120,60,120,2012,7.95554,7.78544,23131,https://cf.geekdo-images.com/original/img/i1d3Zbbw5iYJ5_Bd0unqwgM8CI0=/0x0/pic3165731.jpg,14,"Action / Movement Programming, Co-operative Play, Deck / Pool Building, Dice Rolling, Storytelling, Tile Placement, Variable Player Powers, Worker Placement","Adventure, Exploration, Fighting, Novel-based",Ignacy Trzewiczek
37,https://boardgamegeek.com/boardgame/35677/le-havre,Le Havre,1,5,150,30,150,2008,7.91345,7.78218,21356,https://cf.geekdo-images.com/original/img/Fs2MqRUBPQzORmEZbiVqSnBvHDg=/0x0/pic3330230.jpg,12,Worker Placement,"City Building, Economic, Industry / Manufacturing, Nautical",Uwe Rosenberg
38,https://boardgamegeek.com/boardgame/126163/tzolk-mayan-calendar,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,7.93022,7.78148,21391,https://cf.geekdo-images.com/original/img/b_3SHZiUpcmrIT5hU8wVF0SDX8k=/0x0/pic1413480.jpg,13,"Set Collection, Worker Placement","Ancient, Civilization, Economic, Farming, Mythology","Simone Luciani, Daniele Tascini"
39,https://boardgamegeek.com/boardgame/124742/android-netrunner,Android: Netrunner,2,2,45,45,45,2012,7.92234,7.74019,22767,https://cf.geekdo-images.com/original/img/Wbp__Fl6QDKqzealhK2SDpoEk_g=/0x0/pic3738560.jpg,14,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers","Bluffing, Card Game, Collectible Components, Science Fiction","Richard Garfield, Lukas Litzsinger"
40,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,The Voyages of Marco Polo,2,4,100,40,100,2015,7.96457,7.73909,12780,https://cf.geekdo-images.com/original/img/ewdBaa31ROM_gOmpYwp4xszuAHk=/0x0/pic2461346.png,12,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement","Dice, Economic, Medieval, Travel","Simone Luciani, Daniele Tascini"
41,https://boardgamegeek.com/boardgame/230802/azul,Azul,2,4,45,30,45,2017,8.01887,7.73689,11182,https://cf.geekdo-images.com/original/img/9-SR48jyfxs4At6255sjHoly2sw=/0x0/pic3718275.jpg,8,"Pattern Building, Set Collection, Tile Placement",Abstract Strategy,Michael Kiesling
42,https://boardgamegeek.com/boardgame/68448/7-wonders,7 Wonders,2,7,30,30,30,2010,7.80273,7.71364,61466,https://cf.geekdo-images.com/original/img/3DP_RW5lTX0WrV67s8qi8CsiXoQ=/0x0/pic860217.jpg,10,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers","Ancient, Card Game, City Building, Civilization",Antoine Bauza
43,https://boardgamegeek.com/boardgame/122515/keyflower,Keyflower,2,6,120,90,120,2012,7.88728,7.70528,14261,https://cf.geekdo-images.com/original/img/t6AnEi2l5tiHgWRjglwSfRsYy6E=/0x0/pic2278942.jpg,12,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement","City Building, Economic, Nautical, Renaissance, Territory Building","Sebastian Bleasdale, Richard Breese"
44,https://boardgamegeek.com/boardgame/178900/codenames,Codenames,2,8,15,15,15,2015,7.78988,7.69843,42207,https://cf.geekdo-images.com/original/img/MJ6MNz8-_rb1C2VUTnYBTYOiiy0=/0x0/pic2582929.jpg,14,"Memory, Partnerships, Press Your Luck","Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",Vlaada Chvátil
45,https://boardgamegeek.com/boardgame/162886/spirit-island,Spirit Island,1,4,120,90,120,2017,8.4231,7.69611,4015,https://cf.geekdo-images.com/original/img/RmP2yBDA0LE-ZFWrEXAkgRuYjn0=/0x0/pic3615739.png,13,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers","Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building",R. Eric Reuss
46,https://boardgamegeek.com/boardgame/18602/caylus,Caylus,2,5,150,60,150,2005,7.82987,7.68489,23494,https://cf.geekdo-images.com/original/img/90BzC8_Dgc9uDswnZsu7Qa3oHvI=/0x0/pic1638795.jpg,12,Worker Placement,"City Building, Economic, Medieval",William Attia
47,https://boardgamegeek.com/boardgame/146021/eldritch-horror,Eldritch Horror,1,8,240,120,240,2013,7.9131,7.68286,20599,https://cf.geekdo-images.com/original/img/i0zxc-H4TlTFB-yE1v4gcLy3XfY=/0x0/pic1872452.jpg,14,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers","Adventure, Fantasy, Fighting, Horror, Novel-based","Corey Konieczka, Nikki Valens"
48,https://boardgamegeek.com/boardgame/146508/time-stories,T.I.M.E Stories,2,4,240,90,240,2015,7.8835,7.67918,15847,https://cf.geekdo-images.com/original/img/HgvRM7737qYJn6nFvfZ5IlSf800=/0x0/pic2617634.png,12,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers","Adventure, Mature / Adult, Puzzle, Science Fiction","Peggy Chassenet, Manuel Rozoy"
49,https://boardgamegeek.com/boardgame/28143/race-galaxy,Race for the Galaxy,2,4,60,30,60,2007,7.76608,7.67254,37925,https://cf.geekdo-images.com/original/img/-2F-mPR0ssTm2IAsMAvnZzR0dn4=/0x0/pic236327.jpg,12,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers","Card Game, Civilization, Economic, Science Fiction, Space Exploration",Thomas Lehmann
50,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,Twilight Imperium (Third Edition),3,6,240,180,240,2005,7.89524,7.67162,16559,https://cf.geekdo-images.com/original/img/60YjBskGAQNmZP7sedVoXneBjZg=/0x0/pic4128153.jpg,14,"Action Point Allowance System, Area-Impulse, Dice Rolling, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting","Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",Christian T. Petersen
51,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,Lords of Waterdeep,2,5,120,60,120,2012,7.78071,7.66562,34638,https://cf.geekdo-images.com/original/img/PTVnjG9ersdKq6feZTpq5SkiPPw=/0x0/pic1116080.jpg,12,"Set Collection, Take That, Worker Placement","City Building, Fantasy","Peter Lee, Rodney Thompson"
52,https://boardgamegeek.com/boardgame/157354/five-tribes,Five Tribes,2,4,80,40,80,2014,7.79888,7.6562,22271,https://cf.geekdo-images.com/original/img/ysxyEQPPbio1xvtx56l_8P8BkYs=/0x0/pic2055255.jpg,13,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Modular Board, Set Collection","Animals, Arabian, Fantasy, Mythology",Bruno Cathala
53,https://boardgamegeek.com/boardgame/62219/dominant-species,Dominant Species,2,6,240,120,240,2010,7.84068,7.65269,14262,https://cf.geekdo-images.com/original/img/dpHznpiPiv8biNvE_P9RCkXaOx4=/0x0/pic784193.jpg,14,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement","Animals, Environmental, Prehistoric",Chad Jensen
54,https://boardgamegeek.com/boardgame/205896/rising-sun,Rising Sun,3,5,120,90,120,2018,8.19132,7.65202,5849,https://cf.geekdo-images.com/original/img/B_QnVCi18kIQBPNajLjJkpXpW2s=/0x0/pic3880340.jpg,14,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers","Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame",Eric M. Lang
55,https://boardgamegeek.com/boardgame/159675/fields-arle,Fields of Arle,1,2,120,60,120,2014,8.17292,7.65047,4795,https://cf.geekdo-images.com/original/img/xlgiqGRKx6LZuhjh5iR-dtbMrJQ=/0x0/pic2225968.png,13,Worker Placement,"Economic, Farming, Industry / Manufacturing",Uwe Rosenberg
56,https://boardgamegeek.com/boardgame/93/el-grande,El Grande,2,5,120,60,120,1995,7.78817,7.6475,20030,https://cf.geekdo-images.com/original/img/M3EB6PPPhdhwXaEZyr1335o_3lQ=/0x0/pic180538.jpg,12,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",Renaissance,"Wolfgang Kramer, Richard Ulrich"
57,https://boardgamegeek.com/boardgame/163412/patchwork,Patchwork,2,2,30,15,30,2014,7.76056,7.64154,27460,https://cf.geekdo-images.com/original/img/Z8MYZktgvGTtIikMv9HSpD_ERAI=/0x0/pic2270442.jpg,8,"Tile Placement, Time Track","Abstract Strategy, Puzzle",Uwe Rosenberg
58,https://boardgamegeek.com/boardgame/216132/clans-caledonia,Clans of Caledonia,1,4,120,30,120,2017,8.13711,7.6414,5325,https://cf.geekdo-images.com/original/img/wMBrwd-ZnHVV_XvVT3Tc6LtD0Ng=/0x0/pic3511783.png,12,"Commodity Speculation, Modular Board, Route/Network Building, Variable Player Powers",Economic,Juma Al-JouJou
59,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,Dominion: Intrigue,2,4,30,30,30,2009,7.76244,7.63396,25448,https://cf.geekdo-images.com/original/img/r0aALn-3X6WgRcnDqVxbxGSG0tw=/0x0/pic460011.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Medieval",Donald X. Vaccarino
60,https://boardgamegeek.com/boardgame/132531/roll-galaxy,Roll for the Galaxy,2,5,45,45,45,2014,7.77702,7.62599,18671,https://cf.geekdo-images.com/original/img/SBmipyinTpLle9HmAfE0jJWKj3I=/0x0/pic1473629.jpg,13,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers","Civilization, Dice, Economic, Science Fiction, Space Exploration","Wei-Hwa Huang, Thomas Lehmann"
61,https://boardgamegeek.com/boardgame/201808/clank-deck-building-adventure,Clank!: A Deck-Building Adventure,2,4,60,30,60,2016,7.878,7.6243,11763,https://cf.geekdo-images.com/original/img/MfZd82Kty4dFb6_hWj_OR03fzZI=/0x0/pic3056966.jpg,12,"Card Drafting, Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck","Adventure, Fantasy",Paul Dennen
62,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game,Battlestar Galactica: The Board Game,3,6,300,120,300,2008,7.75261,7.61095,28025,https://cf.geekdo-images.com/original/img/-hZFpTm-evjyuLD_bj-y845-4f8=/0x0/pic354500.jpg,10,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers","Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",Corey Konieczka
63,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,Star Wars: X-Wing Miniatures Game,2,2,45,30,45,2012,7.81743,7.60547,19398,https://cf.geekdo-images.com/original/img/6GthoJMvWgSpxVoWF1TEbMtXWd4=/0x0/pic1603292.jpg,14,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers","Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Jason Little
64,https://boardgamegeek.com/boardgame/150376/dead-winter-crossroads-game,Dead of Winter: A Crossroads Game,2,5,120,60,120,2014,7.74899,7.60396,28885,https://cf.geekdo-images.com/original/img/pOYQOSR1CnXcN6pEPx3yFDjKFaA=/0x0/pic3016500.jpg,13,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Trading, Variable Player Powers, Voting","Bluffing, Deduction, Horror, Zombies","Jonathan Gilmour, Isaac Vega"
65,https://boardgamegeek.com/boardgame/172386/mombasa,Mombasa,2,4,150,75,150,2015,7.94952,7.59817,7117,https://cf.geekdo-images.com/original/img/7JDxzN4LbAeslZGBU1G7Ccqutx0=/0x0/pic2611318.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",Economic,Alexander Pfister
66,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,120,60,120,1981,7.8228,7.5938,11552,https://cf.geekdo-images.com/original/img/e0abWKqZdzwxb0Keyxjf-Y5sZsw=/0x0/pic3514298.jpg,10,"Co-operative Play, Storytelling","Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Raymond Edwards, Suzanne Goldberg, Gary Grady"
67,https://boardgamegeek.com/boardgame/73439/troyes,Troyes,2,4,90,90,90,2010,7.76852,7.58059,13379,https://cf.geekdo-images.com/original/img/jgHgQKbmvFx2xDL1MdtYB2-jRek=/0x0/pic750583.jpg,12,"Area Control / Area Influence, Dice Rolling, Worker Placement","Dice, Economic, Medieval","Sébastien Dujardin, Xavier Georges, Alain Orban"
68,https://boardgamegeek.com/boardgame/125153/gallerist,The Gallerist,1,4,150,60,150,2015,8.02227,7.57857,5470,https://cf.geekdo-images.com/original/img/Ye9XSo3Ozz93R3ofXYHWfC_pMFg=/0x0/pic2503200.png,13,"Commodity Speculation, Set Collection, Worker Placement",Economic,Vital Lacerda
